生产统计员,深圳市瑞达美磁业有限公司,3-4.5千/月
数据统计 修改文员,深圳欣盛商科技有限公司,4-6千/月
前台统计文员,深圳市合川智能科技有限公司,3.5-5千/月
生产/销售统计员,深圳市宝金华混凝土有限公司,4.5-6千/月
统计文员,深圳市羽墨科技有限公司,4.5-6千/月
统计,深圳市福荫食品集团有限公司,3-4.5千/月
仓库管理员 统计员 协助物流,深圳市卡西菲电子商务有限公司,3.5-4.5千/月
数据统计处理员,长城宽带网络服务有限公司深圳分公司,4.5-6千/月
统计分析员,深圳深略智慧信息服务有限公司,6-8千/月
生产统计员,深圳市利丰科技有限公司,3-4.5千/月
生产统计收发,深圳市粤顺鑫服装有限公司,3.5-4.9千/月
运营专员（数据统计方向）,深圳市新国都股份有限公司,0.6-1万/月
统计文员,深圳市振勤电子科技有限公司,4.5-6千/月
Q财务文员/统计文员（应届生）,深圳市曲歌服饰有限责任公司,3-4.5千/月
统计员/文员（蛇口）,深圳市依韵尚服饰有限公司,4.5-6千/月
数据统计员,深圳美业之家服务有限公司,5-6千/月
数据统计文员,深圳市正泓融资担保有限公司,5-7千/月
统计录入员,深汕特别合作区布田房地产开发有限公司,3-4.5千/月
数据统计员,深圳市宏途盛建筑工程有限公司,4.5-6千/月
统计员,广东天劲新能源科技股份有限公司,3-4.5千/月
统计文员,创隆实业（深圳）有限公司,3-4.5千/月
统计员（配方颗粒事业部）,华润三九医药股份有限公司,
金融统计/交易（双休/科技园）,深圳泓石信息技术有限公司,0.8-1万/月
数据统计分析专员,深圳通联金融网络科技服务有限公司,4-6千/月
[SQR32]数据统计员,睿思商业智能（深圳）有限公司,7-9千/月
生产统计员,深圳瑞隆新能源科技有限公司,3-4.5千/月
财务统计员,深圳市兴利嘉塑胶科技有限公司,4.5-6千/月
文员、统计员,深圳市悦星科技有限公司,5.5-6.5千/月
统计文员,深圳市卓扬光电科技有限公司,4-6千/月
统计文员,深圳市李红时装有限公司,4.5-6千/月
数据统计专员,深圳市易通商务服务有限公司,4-5千/月
物流跟单 客服 统计,深圳市联远物流有限公司,4.5-6千/月
统计分析员,深圳市积汇天成科技有限公司,0.5-1万/月
生产统计,深圳市高端无人机有限公司,3.5-5千/月
统计员,深圳市丽柏贸易有限公司,4-5千/月
财务助理/统计/分析专员/往来,深圳市汇佳诚科技有限公司,4.5-6千/月
数据统计文员,深圳市亿康堂医药科技有限公司,4-4.5千/月
统计员,深圳市泰鲸实业发展有限公司,3.5-4千/月
水产收银员/统计员/店员（包吃住）,广东鹏洋实业有限公司,4-8千/月
数据统计员,vivo智能手机（维沃移动通信有限公司）,4.5-6千/月
生物统计师,深圳爱博尼生物医学科技有限公司,0.8-1万/月
财务统计员,江西天丰建设集团有限公司深圳分公司,4.5-6千/月
品质统计,深圳市骏龙城物业管理有限公司,6-8千/月
商品统计文员,沐兰艺术（深圳）有限公司,3.5-5千/月
船务兼费用统计员,深圳市明盛陶瓷有限公司,4.5-6千/月
质量管理专员,深圳市精邃统计师事务所有限公司,4.5-6千/月
龙城街道项目助理,鹏润统计咨询集团（深圳）有限公司,4-5千/月
数据采集活动策划及执行人,深圳市本样统计师事务所有限公司,0.5-1万/月
RPA Engineer,毕马威中国 KPMG China,1.5-2.5万/月
计划管理经理,苏宁易购集团股份有限公司,1-1.5万/月
质量工程师,普联技术有限公司（TP-LINK),0.9-1.2万/月
办公室文员,圆通速递有限公司,3-4.5千/月
房产业务评估专员（上市集团）,瑞庭网络技术（上海）有限公司深圳分公司,0.8-1.4万/月
6k津贴+佣金+晋升经理,中国平安人寿保险股份有限公司深圳分公司,1.5-2千/月
数据分析算法工程师,富士康科技集团金机虎,20-30万/年
暖通工程师,深圳信立泰药业股份有限公司,1-1.5万/月
项目经理（种植方向）,西安垦斯人力资源咨询有限公司,2.5-3万/月
天猫推广经理（类目top）,北京凤宇环球国际旅行社有限公司深圳分公司,1.5-2.5万/月
文员,深圳市强易盛贸易有限公司,3-4千/月
采购专员,深圳市中冠智能电子科技有限公司,4.5-6千/月
投资分析经理（营销方向）,朗基地产集团,1.5-2.5万/月
货运代理,深圳市亚泰国际建设股份有限公司,6-8千/月
网络推广专员,深圳仁辉信息科技有限公司,6.5-8.5千/月
MC,深圳市微科通讯设备有限公司,6-8万/年
助理会计,广东言和广告有限公司,5-7千/月
招聘助理 人事助理 招聘专员,深圳市宝视佳科技有限公司,4-6千/月
急聘招聘专员固戍地铁站附近,深圳市亿莱电子商务有限公司,4.5-8千/月
IE工程师,深圳市艾格斯特科技有限公司,6-8千/月
专卖店营业员,格尔菲(深圳)品牌管理有限公司,4-7千/月
集团总部-战略研究部-战略研究处负责人,中国太平保险集团有限责任公司,
财税专员,深圳前海澜海商业保理有限公司,0.8-1万/月
车管/车管专员,深圳前海泰丰融资租赁有限公司,4-6千/月
大客户服务专员,广东盛迪嘉集团有限公司,4.5-6千/月
招聘专员 HR专员  提成+绩效,深圳市炬鼎力电子商务有限公司,5-7千/月
人事专员,深圳翔拓电子有限公司,4.5-6千/月
诚聘采购助理   采购文员,深圳优存数码科技有限公司,3-4.5千/月
IQC/品质检验员,深圳市泛联科技有限公司,4-5千/月
亚马逊销售主管,深圳市沐慈实业有限公司,0.7-1.2万/月
行政助理兼前台,深圳华中科技大学研究院,5-7千/月
市场调研项目助理实习生,瀚一数据科技（深圳）有限公司,150元/天
办公文员/ 部门助理,深圳市乐其网络科技有限公司,5-8千/月
sz-招聘岗实习生,CMGE中手游,120元/天
风险管理负责人（衍生品方向）,金瑞期货股份有限公司,1.5-2万/月
数据专员(J11635),深圳依时货拉拉科技有限公司,5-7千/月
培训专员,深圳市泛海三江电子股份有限公司,5-8千/月
电商英语/德语/法语销售专员,深圳市沃听科技有限公司,6-9.9千/月
SEO专员/SEO搜索引擎优化/网络推广/运营专员,深圳市兴华威衣帽有限公司,4-8千/月
速卖通/shopee/lazada/亚马逊运营,深圳市万杉科技有限公司,5-8千/月
HRBP（绩效）,深圳市泰和安科技有限公司,0.6-1万/月
亚马逊产品开发,深圳市星飞飞互联网络科技有限公司,0.5-1万/月
跨境电商商城运营,深圳泰中科技有限公司,1-1.5万/月
ABS业务总监,诺华世界（深圳）商业保理有限公司,1-2万/月
QC-品检员,惠州市阿特斯润滑技术有限公司,3-4.5千/月
Amazon销售、亚马逊运营（高提成+单双周）,深圳市数字创想科技有限公司,0.6-1.2万/月
计划工程师,深圳市超盟金服技术信息服务有限公司,0.7-1.2万/月
人事行政专员,深圳市环球易达供应链管理有限公司,4.5-6千/月
出纳员,深圳市卓迪投资集团有限公司,5.5-6.5千/月
绩效专员,深圳市泰衡诺科技有限公司,0.7-1万/月
母婴、用品运营主管（淘宝）,贝恩施（深圳）科技股份有限公司,0.8-1.2万/月
上市公司年薪10万+招SEO搜索引擎优化,深圳市博商管理科学研究院股份有限公司,0.8-1万/月
客户经理（线上产品）,深圳前海金融管理学院有限公司,6-8千/月
课程顾问,深圳邦之彦文化发展有限公司,0.8-1万/月
外贸电商产品开发专员,深圳市沃菲德户外用品有限公司,5-8千/月
13W+课程销售（罗湖）,深圳新世界进修中心,10-15万/年
部门助理,深圳市美果源科技有限公司,3.5-5千/月
SEO专员,深圳盈和信互联网金融服务有限公司,6-8千/月
应届毕业生,深圳市华鹏鑫商贸有限公司,4-6千/月
招聘经理,深圳智高点知识产权运营有限公司,1.5-2万/月
亚马逊日本站/欧洲站/美国站运营（接受应届生),深圳智明联合电子科技有限公司,5-8千/月
财务会计专员（电商）,深圳市中港智慧科技有限公司,4-8千/月
高级粤语电话销售,伯豪进出口贸易（深圳）有限公司,0.5-2万/月
生产文员,深圳市维特世嘉科技有限公司,3-4.5千/月
财务主管,深圳市车夫网物流科技有限公司,6-8千/月
亚马逊运营专员(德语),深圳市祥利泰电子有限公司,0.6-1万/月
淘宝天猫运营,云南茗重茶叶有限公司,0.3-1.4万/月
人事专员、行政专员,深圳智药信息科技有限公司,0.7-1万/月
财务专员/电商会计,深圳拉普达科技有限公司,4.5-6.5千/月
商务文员-大小周,深圳市鑫德瑞电子有限公司,3.5-5千/月
经理助理,深圳山泽基业科技有限公司,3-4.5千/月
绩效薪酬专员,深圳腾千里科技有限公司,0.8-1.1万/月
产品销售助理,深圳市贝特瑞新能源材料股份有限公司,6-8千/月
线上运营,深圳啡越国际贸易有限公司,4.5-6千/月
水文工程师、水环境或给水排水工程师、,深圳国泰瑞翔环境工程有限公司,0.8-1.2万/月
研发专员,个体化细胞治疗技术国家地方联合工程实验室（深圳）,0.6-1万/月
运营助理,深圳市泛客思科技有限公司,4-8千/月
跟单员,深圳市柯爱亚电子有限公司,4.5-6千/月
阿里巴巴1688运营,深圳市金嘉泰科技有限公司,0.5-1万/月
质检主管 (MJ000826),团贷网,0.7-1.5万/月
金融数据分析员（***）,深圳市捷旅会展服务有限公司,0.5-1万/月
数据专员,深圳百高文化传播有限公司,4.5-6千/月
会计（前沿）,瑞鹏宠物医疗集团股份有限公司,5-7千/月
wish销售运营/周末双休,深圳市一光年创新科技有限公司,0.6-1万/月
采购专员/助理,深圳市德保膳食管理有限公司,4-6千/月
应收会计,深圳市金网通实业有限公司,4.5-6千/月
亚马逊电商会计 财务文员主管 （双休+高薪）,深圳市路特电子商务有限公司,6-8千/月
行政前台,深圳市鸿艺源建筑室内设计有限公司,3.5-4.5千/月
人事助理,新中物业管理（中国）有限公司深圳分公司,4.5-6千/月
前台文员,深圳市聚创天下科技有限公司,3.5-4.5千/月
招聘主管+双休+晋升+旅游,深圳市华天阳科技有限公司,0.6-1万/月
安全管理专员,华润置地建设事业部,6-8.5千/月
财务会计专员,佳仕达国际电子（深圳）有限公司,4.5-6千/月
eBay运营专员/eBay销售,深圳市兄弟云科技有限公司,0.8-1万/月
业务跟单,深圳专新电子材料有限公司,3-5千/月
